priority,use,topics,dewlab_tutorials,channel,title,note,minutes,format,url,nebula_url,views,video_id
B,companion,sets,venn-diagrams; circles-that-overlap,Patrick J,Venn Diagrams - An Introduction,"Worked example: Venn diagrams, an introduction",6.1,worked example,https://www.youtube.com/watch?v=YAjxRUGS0Gc,,374000,YAjxRUGS0Gc
B,companion,sets; counting & combinatorics,venn-diagrams; circles-that-overlap,Patrick J,❖ Master Venn Diagrams: Step-by-Step Examples with Numbers ❖,Worked example: Venn diagrams with numbers,24.6,worked example,https://www.youtube.com/watch?v=O5W2KlQrO64,,29000,O5W2KlQrO64
B,companion,sets; probability; algorithms & complexity,collections-without-repeats,Spanning Tree,What Are Bloom Filters?,Bloom filters: probably-in-the-set,6.0,explainer,https://www.youtube.com/watch?v=kfFacplFY4Y,,156000,kfFacplFY4Y
B,companion,sets; numbers,collections-without-repeats,Up and Atom,Cantor's Infinity Paradox | Set Theory,Cantor's infinity paradox,14.1,explainer,https://www.youtube.com/watch?v=X56zst79Xjg,,412000,X56zst79Xjg
B,build seed,simulation,project-ideas,2swap,Double Pendulums are Chaoticn't,Double pendulums and chaos,9.0,explainer,https://www.youtube.com/watch?v=dtjb2OhEQcU,,3900000,dtjb2OhEQcU
B,build seed,simulation,how-likely-is-it; project-ideas,3Blue1Brown,Simulating an epidemic,Simulating an epidemic with dots; a model for agent simulations in Python,23.2,explainer,https://www.youtube.com/watch?v=gxAaO2rsdIs,,5200000,gxAaO2rsdIs
B,build seed,simulation; trigonometry & waves,counting-darts,3Blue1Brown,Why colliding blocks compute pi,Colliding blocks count out the digits of pi: another road to pi beside random darts,26.1,explainer,https://www.youtube.com/watch?v=6dTyOl1fmDo,,6400000,6dTyOl1fmDo
B,build seed,simulation; probability,leaving-it-to-chance,AlphaPhoenix,Crystals: Building patterns with randomness,Crystals: building patterns with randomness,16.8,explainer,https://www.youtube.com/watch?v=06TscuHNvGQ,,195000,06TscuHNvGQ
B,build seed,simulation; programming practice,project-ideas,AlphaPhoenix,Overcomplicating GOLF by simulating every possible shot,Overcomplicating golf by simulating every possible shot,14.0,explainer,https://www.youtube.com/watch?v=b-pLRX3L-fg,,500000,b-pLRX3L-fg
B,build seed,simulation; maths in society,project-ideas,Fractal Philosophy,Simulating the Evolution of Empires,Simulating the evolution of empires,21.3,explainer,https://www.youtube.com/watch?v=1p3tMNbFdCs,,400000,1p3tMNbFdCs
B,build seed,simulation,doing-it-again,Mats Vermeeren,Iterations part 2: period three implies chaos,Iterations part 2: period three implies chaos,12.2,explainer,https://www.youtube.com/watch?v=cIJKY957luM,,1100,cIJKY957luM
B,build seed,simulation,project-ideas,MinuteLabs.io,Interactive Evolution Simulator,Interactive evolution simulator,11.4,coding project,https://www.youtube.com/watch?v=6nMo8T3T0L4,,229000,6nMo8T3T0L4
B,build seed,simulation; programming practice,drawing-frames-with-javascript,MinuteLabs.io,Let’s Build a Physics Simulation (PONG: Part 2),Physics simulation Pong part 2,67.4,coding project,https://www.youtube.com/watch?v=zlKXZiWE1XI,,2600,zlKXZiWE1XI
B,build seed,simulation; exponentials & logarithms,doubling-and-halving; how-likely-is-it,Primer,"Epidemic, Endemic, and Eradication Simulations","Epidemic, endemic and eradication simulations",12.8,explainer,https://www.youtube.com/watch?v=7OLpKqTriio,,6100000,7OLpKqTriio
B,build seed,simulation; exponentials & logarithms,doubling-and-halving,Primer,Simulating Competition and Logistic Growth,Competition and logistic growth,7.2,explainer,https://www.youtube.com/watch?v=uRTtlpD_U54,,1800000,uRTtlpD_U54
B,build seed,simulation; maths in society,maths-that-runs-the-world,Primer,Simulating Supply and Demand,Simulating supply and demand,12.4,explainer,https://www.youtube.com/watch?v=PNtKXWNKGN8,,4800000,PNtKXWNKGN8
B,build seed,simulation; maths in society,maths-that-runs-the-world,Primer,Simulating alternate voting systems,Simulating alternate voting systems,14.1,explainer,https://www.youtube.com/watch?v=yhO6jfHPFQU,,4400000,yhO6jfHPFQU
B,build seed,simulation; maths in society,project-ideas,Primer,Simulating the Evolution of Aggression,Simulating the evolution of aggression (hawks and doves),13.3,explainer,https://www.youtube.com/watch?v=YNMkADpvO4w,,24000000,YNMkADpvO4w
B,build seed,simulation,project-ideas,Primer,"Simulating the Evolution of Rock, Paper, Scissors","Evolution of rock, paper, scissors",15.0,explainer,https://www.youtube.com/watch?v=tCoEYFbDVoI,,4500000,tCoEYFbDVoI
B,build seed,simulation; geometry,a-ball-in-orbit; drawing-frames-with-javascript,Reducible,Building Collision Simulations: An Introduction to Computer Graphics,Building collision simulations: intro to computer graphics,28.1,explainer,https://www.youtube.com/watch?v=eED4bSkYCB8,,536000,eED4bSkYCB8
B,build seed,simulation,project-ideas,Sebastian Lague,Coding Adventure: Ant and Slime Simulations,Ant and slime mould simulations,17.9,coding project,https://www.youtube.com/watch?v=X-iSQQgOd1A,https://nebula.tv/videos/sebastianlague-coding-adventure-ant-and-slime-simulations/,2100000,X-iSQQgOd1A
B,build seed,simulation,project-ideas,Sebastian Lague,Coding Adventure: Boids,Boids: flocking from three rules,8.6,coding project,https://www.youtube.com/watch?v=bqtqltqcQhw,https://nebula.tv/videos/sebastianlague-coding-adventure-boids/,1700000,bqtqltqcQhw
B,build seed,simulation,project-ideas,Sebastian Lague,Coding Adventure: Simulating Fluids,Simulating fluids with particles,47.9,coding project,https://www.youtube.com/watch?v=rSKMYc1CQHE,https://nebula.tv/videos/sebastianlague-coding-adventure-simulating-fluids/,2600000,rSKMYc1CQHE
B,build seed,simulation; probability,how-likely-is-it,Sebastian Lague,Coding Adventure: Simulating an Ecosystem,"Simulating an ecosystem: rabbits, foxes, randomness",6.7,coding project,https://www.youtube.com/watch?v=r_It_X7v-1E,https://nebula.tv/videos/sebastianlague-coding-adventure-simulating-an-ecosystem/,2300000,r_It_X7v-1E
B,build seed,simulation,comprehensions-and-grids,Sebastian Lague,[Unity] Procedural Cave Generation (E01. Cellular Automata),Cellular automata carve caves out of a grid,23.0,coding project,https://www.youtube.com/watch?v=v7yyZZjF1z4,,329000,v7yyZZjF1z4
B,build seed,simulation; programming practice,drawing-frames-with-javascript,SimonDev,Flocking Simulation: Boids (JavaScript),Flocking simulation (boids) in JavaScript,10.7,coding project,https://www.youtube.com/watch?v=LltugBg4dtk,,25000,LltugBg4dtk
B,build seed,simulation; data files & databases,project-ideas,Stand-up Maths,Synchronising Metronomes in a Spreadsheet,Synchronising metronomes in a spreadsheet,21.9,explainer,https://www.youtube.com/watch?v=J4PO7NbdKXg,,329000,J4PO7NbdKXg
B,build seed,simulation; trigonometry & waves,counting-darts,Stand-up Maths,We calculated pi with colliding blocks,"Calculating pi with colliding blocks, physically",23.6,explainer,https://www.youtube.com/watch?v=vlUTlbZT4ig,,1100000,vlUTlbZT4ig
B,build seed,simulation,project-ideas,Steve Mould,Chaotic pendulum - guess when it will stop flipping,Chaotic pendulum: guess when it will stop flipping,4.2,explainer,https://www.youtube.com/watch?v=PYI9HU6MkMo,,623000,PYI9HU6MkMo
B,build seed,simulation,where-chains-lead,Up and Atom,Chaos Theory | The Butterfly Effect (ft. Jabrils),Chaos theory and the butterfly effect,7.3,explainer,https://www.youtube.com/watch?v=JrJNBlS6Okc,,84000,JrJNBlS6Okc
B,build seed,simulation; exponentials & logarithms; graphs & pathfinding,doubling-and-halving,Up and Atom,How to Predict the Spread of Epidemics | Computational Social Networks,Predicting epidemics with network models (6 min),6.9,explainer,https://www.youtube.com/watch?v=uKVQERi83lM,https://nebula.tv/videos/up-and-atom-yt-how-to-predict-the-spread-of-epidemics-computational-social-networks/,80000,uKVQERi83lM
B,build seed,simulation,where-chains-lead,Veritasium,Chaos: The Science of the Butterfly Effect,Chaos: the science of the butterfly effect,12.8,explainer,https://www.youtube.com/watch?v=fDek6cYijxI,,7800000,fDek6cYijxI
B,build seed,simulation; geometry,drawing-frames-with-javascript,argonaut,A simple procedural animation technique,A simple procedural animation technique,8.5,coding project,https://www.youtube.com/watch?v=qlfh_rv6khY,,1000000,qlfh_rv6khY
B,build seed,simulation,project-ideas,braintruffle,Building the simplest fluid simulation that still makes sense,The simplest fluid simulation that still makes sense,40.8,explainer,https://www.youtube.com/watch?v=sSJmUmCHAJY,,180000,sSJmUmCHAJY
B,build seed,simulation,where-chains-lead,minutephysics,The Problem With The Butterfly Effect,The problem with the butterfly effect,6.3,explainer,https://www.youtube.com/watch?v=vLIPUdru82c,https://nebula.tv/videos/minutephysics-the-problem-with-the-butterfly-effect/,458000,vLIPUdru82c
B,companion,sorting,putting-things-in-order,LaurieWired,Asuka Roasts Your Sorting Algorithms,"Sorting algorithms, roasted",17.6,explainer,https://www.youtube.com/watch?v=u0aoByec99Q,,209000,u0aoByec99Q
B,companion,sorting; algorithms & complexity,racing-the-sorts,Polylog,The fastest sorting algorithm,The fastest sorting algorithm,17.2,explainer,https://www.youtube.com/watch?v=Y95a-8oNqps,,513000,Y95a-8oNqps
B,companion,statistics & data; maths in society,who-reads-a-page,AlphaPhoenix,Impressions: Every exploit to “break the algorithm” targets this baffling metric,Impressions: the metric every algorithm exploit targets,7.5,explainer,https://www.youtube.com/watch?v=iGW54Rr87Rg,,134000,iGW54Rr87Rg
B,companion,statistics & data; probability,how-likely-is-it,Answer in Progress,Can We Calculate Fear?,Can we calculate fear? Risk in numbers,18.6,investigation,https://www.youtube.com/watch?v=X3dQNFoi8gg,,239000,X3dQNFoi8gg
B,companion,statistics & data; algebra & equations; AI & machine learning,expressions-come-alive; a-model-that-corrects-itself,Artem Kirsanov,What Textbooks Don't Tell You About Curve Fitting,What textbooks don't tell you about curve fitting,18.2,explainer,https://www.youtube.com/watch?v=q7seckj1hwM,,196000,q7seckj1hwM
B,companion,statistics & data,kinds-of-data-and-honest-charts,CrashCourse,P-Hacking: Crash Course Statistics #30,Statistics 30: p-hacking,11.0,lesson series,https://www.youtube.com/watch?v=Gx0fAjNHb1M,,163000,Gx0fAjNHb1M
B,companion,statistics & data; algebra & equations,straight-lines; making-sense-of-data,CrashCourse,Regression: Crash Course Statistics #32,Statistics 32: regression,12.7,lesson series,https://www.youtube.com/watch?v=WWqE7YHR4Jc,,875000,WWqE7YHR4Jc
B,companion,statistics & data,kinds-of-data-and-honest-charts,CrashCourse,Sampling Methods and Bias with Surveys: Crash Course Statistics #10,Statistics 10: sampling methods and bias,11.8,lesson series,https://www.youtube.com/watch?v=Rf-fIpB4D50,,444000,Rf-fIpB4D50
B,companion,statistics & data,making-sense-of-data,CrashCourse,The Normal Distribution: Crash Course Statistics #19,Statistics 19: the normal distribution,11.4,lesson series,https://www.youtube.com/watch?v=rBjft49MAO8,,416000,rBjft49MAO8
B,companion,statistics & data; exponentials & logarithms,charting-a-querys-result; doubling-and-halving,Gapminder Foundation,Corona #2: The best way to track the pandemic,The best way to track a pandemic: log scales,3.7,data story,https://www.youtube.com/watch?v=l7mzzhJ_GWg,,14000,l7mzzhJ_GWg
B,companion,statistics & data,pictures-worth-numbers,Gapminder Foundation,"Hans Rosling's Demographic Party Trick #1, with Bill Gates",Hans Rosling's demographic party trick,4.9,data story,https://www.youtube.com/watch?v=2nDh8MQuS-Y,,232000,2nDh8MQuS-Y
B,companion,statistics & data,what-is-typical,Gapminder Foundation,Most are wrong about the number of old,Most are wrong about the number of old people,2.1,data story,https://www.youtube.com/watch?v=Jmqcd_IImLI,,8800,Jmqcd_IImLI
B,companion,statistics & data,kinds-of-data-and-honest-charts,Gapminder Foundation,The Statistical Stuntman: A Slippery Slope,The statistical stuntman: a slippery slope,1.1,data story,https://www.youtube.com/watch?v=06BmuyLmn7Y,,1400,06BmuyLmn7Y
B,companion,statistics & data,kinds-of-data-and-honest-charts,Gapminder Foundation,The Terrible Results from the Misconception Study 2017,Results from the misconception study,8.1,data story,https://www.youtube.com/watch?v=N1dvfH3s1Ak,,65000,N1dvfH3s1Ak
B,companion,statistics & data,making-sense-of-data,Howtown,How accurate was the Covid death count? (w/ Hank Green),How accurate was the Covid death count?,13.6,investigation,https://www.youtube.com/watch?v=JS2rCjvjYLU,,167000,JS2rCjvjYLU
B,companion,statistics & data; algebra & equations,what-is-typical; making-sense-of-data,Sam Levey,Why n-1? Least Squares and Bessel’s Correction | Degrees of Freedom Ch. 2,Why n-1? Bessel's correction for sample spread,23.8,explainer,https://www.youtube.com/watch?v=8e9aDMXRRlc,,56000,8e9aDMXRRlc
B,companion,statistics & data,kinds-of-data-and-honest-charts,Stand-up Maths,Do numerical pain scales mean anything?,Do numerical pain scales mean anything? Kinds of data,37.4,explainer,https://www.youtube.com/watch?v=Vv-lWg5HNaM,,763000,Vv-lWg5HNaM
B,companion,statistics & data,pictures-worth-numbers; kinds-of-data-and-honest-charts,Stand-up Maths,Do these scatter plots reveal fraudulent vote-switching in Michigan?,Do these scatter plots reveal fraud? Reading scatter plots carefully,18.3,explainer,https://www.youtube.com/watch?v=aokNwKx7gM8,,905000,aokNwKx7gM8
B,companion,statistics & data; maths in society,what-is-typical,Stand-up Maths,Strictly Come Dancing is Strictly Unfair,Strictly Come Dancing is strictly unfair: ranking vs scoring,13.8,explainer,https://www.youtube.com/watch?v=ZoA0u66wcSs,,108000,ZoA0u66wcSs
B,companion,statistics & data; data files & databases,making-sense-of-data; working-with-tables,Stand-up Maths,"We analysed 4,678,387 NBA shots",Analysing 4.6 million NBA shots,23.8,explainer,https://www.youtube.com/watch?v=yh5c3duQQ1w,,359000,yh5c3duQQ1w
B,companion,statistics & data; probability,how-likely-is-it,Stand-up Maths,We have statistical evidence that people are mildly psychic,Statistical evidence that people are mildly psychic (and why to doubt it),24.6,explainer,https://www.youtube.com/watch?v=VwIKKBL4ldQ,,497000,VwIKKBL4ldQ
B,companion,statistics & data; probability,chances-that-combine,Stand-up Maths,Why was Biden's win calculated to be ONE IN A QUADRILLION?,Why a win was 'one in a quadrillion': a misuse of independence,19.9,explainer,https://www.youtube.com/watch?v=ua5aOFi-DKs,,1300000,ua5aOFi-DKs
B,companion,statistics & data; probability,making-sense-of-data,Steve Mould,I predicted the exact time of my daughter's birth using science and data - from Just For Graphs,Predicting a birth time using data,9.2,explainer,https://www.youtube.com/watch?v=k7q0Y2W0Rn4,,1200000,k7q0Y2W0Rn4
B,companion,statistics & data; trigonometry & waves,waves; pictures-worth-numbers,Tantacrul,Sonification & The Problem with Making Music from Data,Sonification: the problem with making music from data,14.8,explainer,https://www.youtube.com/watch?v=Ocq3NeudsVk,https://nebula.tv/videos/tantacrul-sonification-the-problem-with-making-music-from-data/,258000,Ocq3NeudsVk
B,companion,statistics & data,kinds-of-data-and-honest-charts,Veritasium,How We’re Fooled By Statistics,How we're fooled by statistics,7.6,explainer,https://www.youtube.com/watch?v=1tSqSMOyNFE,,3800000,1tSqSMOyNFE
B,companion,statistics & data; probability,kinds-of-data-and-honest-charts,Veritasium,Is Most Published Research Wrong?,Is most published research wrong? p-values and p-hacking,12.4,explainer,https://www.youtube.com/watch?v=42QuXLucH3Q,,6100000,42QuXLucH3Q
B,companion,statistics & data,kinds-of-data-and-honest-charts,minutephysics,Correlation CAN Imply Causation! | Statistics Misconceptions,Correlation can imply causation,4.2,explainer,https://www.youtube.com/watch?v=HUti6vGctQM,,742000,HUti6vGctQM
B,companion,statistics & data; exponentials & logarithms,charting-a-querys-result; doubling-and-halving,minutephysics,How To Tell If We're Beating COVID-19,How to tell if we're beating COVID: the log-log trajectory chart,7.3,explainer,https://www.youtube.com/watch?v=54XLXg4fYsc,,6400000,54XLXg4fYsc
